M Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
M. Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
Flavia Irvine	Irvine, Flavia	http://vocab.getty.edu/ulan/500098538
Itō	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
M. Shinsui Itō	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
S. Itō	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
M Shinsui Itō	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
M Itō	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
Shinsui, Itō	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
Shikuntei Shinsui	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
Itō, Hajime	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
Hajime	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
I-tung, Shen-shui	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
伊東深水	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
伊藤深水	Itō, Shinsui	http://vocab.getty.edu/ulan/500123222	http://id.loc.gov/authorities/names/n81077190
Itozono, Wasaburō	Itozono Wasaburō	http://vocab.getty.edu/ulan/500123224	http://id.loc.gov/authorities/names/n82109352
M Itozono Wasaburō	Itozono Wasaburō	http://vocab.getty.edu/ulan/500123224	http://id.loc.gov/authorities/names/n82109352
M. Itozono Wasaburō	Itozono Wasaburō	http://vocab.getty.edu/ulan/500123224	http://id.loc.gov/authorities/names/n82109352
Itozono Wasaburō	Itozono Wasaburō	http://vocab.getty.edu/ulan/500123224	http://id.loc.gov/authorities/names/n82109352
Iwahashi, Ein	Iwahashi Ein	http://vocab.getty.edu/ulan/500123225	http://id.loc.gov/authorities/names/n79051508
M. Iwahashi Ein	Iwahashi Ein	http://vocab.getty.edu/ulan/500123225	http://id.loc.gov/authorities/names/n79051508
Iwahashi Ein	Iwahashi Ein	http://vocab.getty.edu/ulan/500123225	http://id.loc.gov/authorities/names/n79051508
M Iwahashi Ein	Iwahashi Ein	http://vocab.getty.edu/ulan/500123225	http://id.loc.gov/authorities/names/n79051508
Iwahashi, Hidetō	Iwahashi Ein	http://vocab.getty.edu/ulan/500123225	http://id.loc.gov/authorities/names/n79051508
Hidetō	Iwahashi Ein	http://vocab.getty.edu/ulan/500123225	http://id.loc.gov/authorities/names/n79051508
Steve Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
M. Steve Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
S Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
M. Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
S. Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
M Steve Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
M Ibbotson	Ibbotson, Steve	http://vocab.getty.edu/ulan/500098686
Nilu Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
N. Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
N Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
M Nilu Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
M Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
M. Nilu Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
M. Izadi	Izadi, Nilu	http://vocab.getty.edu/ulan/500281866
Yoshiko Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
Y. Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
M. Yoshiko Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
M. Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
M Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
Y Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
M Yoshiko Ishikawa	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
石川よし子	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
石川ヨシ子	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
石川好子	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
石川慶子	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
石川美子	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
石川良子	Ishikawa, Yoshiko	http://vocab.getty.edu/ulan/500341485	http://id.loc.gov/authorities/names/no93018305
Edward I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
M Edward I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
E. I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
M. Edward I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
E I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
M. I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
M I'Anson	I' Anson, Edward	http://vocab.getty.edu/ulan/500187649
Eisen	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
M Ikeda Eisen	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
M. Ikeda Eisen	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Ikeda Eisen	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Eisen, Ikeda	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Shigeyoshi	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Yoshinobu	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Keisai	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Konsei	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Zenjirō	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Mumeiō	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Insai Kakusui	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Ippitsuan Kakō	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Ikeda, Eisen	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Keisai Eisen	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Ikeda, Yoshinobu	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Ippitsuan Shujin	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
池田英泉	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
英泉	Ikeda Eisen	http://vocab.getty.edu/ulan/500121366	http://id.loc.gov/authorities/names/n80061263
Luisella Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
Mme. Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
Mme Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
L. Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
Mme Luisella Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
L Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
Mme. Luisella Italia	Italia, Luisella	http://vocab.getty.edu/ulan/500278463
Joan ces Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
J Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
M. Joan ces Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
J. Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
M. Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
M Joan ces Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
M Illes	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
Cesilles, Joan	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
Cesilles, Juan	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
Illes, Joan ses	Illes, Joan ces	http://vocab.getty.edu/ulan/500038638
Isokrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
M Isocrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
M. Isocrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isocrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isokratés	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isocrate	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isócrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isocrates Atheniensis	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Yisuokeladi	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
̓Isokraétēs	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isokrat	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Isokratēs	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Izokrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Pseudo-Isocrates	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Yi-suo-ke-la-di	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Ἰσοκραéτης	Isocrates	http://vocab.getty.edu/ulan/500337014	http://id.loc.gov/authorities/names/n78080925
Andrés de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
A De Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M. de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M. Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
A de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M De Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
A. De Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
A. de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
A. Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M Andrés de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
A Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M. De Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
De Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
M. Andrés de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
de Islas	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
Islas, Andrés	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
DeIslas, Andrés	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
DeIslas, Andres	Islas, Andrés de	http://vocab.getty.edu/ulan/500333222
Sarah Agnes Estelle Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Mme. Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
S. A. E. Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Mme. Sarah Agnes Estelle Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Mme Sarah Agnes Estelle Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
S A E Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Mme Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Irvine	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Irvine, Sadie	Irvine, Sarah Agnes Estelle	http://vocab.getty.edu/ulan/500034287	http://id.loc.gov/authorities/names/nr94026393
Iimura, Takahiko	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
T Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
M. Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
Taka Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
M. Taka Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
T. Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
M Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
M Taka Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
Takahiko Iimura	Iimura, Taka	http://vocab.getty.edu/ulan/500082534	http://id.loc.gov/authorities/names/n85228101
Iványi-Grünwald, Béla	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
B Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Béla Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
M. Béla Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
B. Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
M. Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
M Béla Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
M Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Iványi Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Béla Iványi-Grünwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Ivanyi-Grunwald, Bela	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Grunwaid, Bela Ivanyi	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Ivanyi-Grunwald, Adelbert	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
Bela Ivanyi-Grunwald	Iványi Grünwald, Béla	http://vocab.getty.edu/ulan/500024077	http://id.loc.gov/authorities/names/n86009878
M. Isogonos	Isogonos	http://vocab.getty.edu/ulan/500107696
M Isogonos	Isogonos	http://vocab.getty.edu/ulan/500107696
Isogonos	Isogonos	http://vocab.getty.edu/ulan/500107696
Isern, Ramon	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
M. Ramon Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
Ramon Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
M Ramon Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
M Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
M. Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
R. Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
R Isern Solé	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
Solé, Ramon Isern	Isern Solé, Ramon	http://vocab.getty.edu/ulan/500039366	http://id.loc.gov/authorities/names/nb2003088619
Adelaide Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
A. Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Mme Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
A Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Mme. Adelaide Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Mme Adelaide Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Mme. Ironside	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Ironside, Eliza Adelaide	Ironside, Adelaide	http://vocab.getty.edu/ulan/500034289	http://id.loc.gov/authorities/names/nr94026391
Luis Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
M Luis Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
L Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
M. Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
M. Luis Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
M Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
L. Ibarra	Ibarra, Luis	http://vocab.getty.edu/ulan/500287764
Leandro Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
M Leandro Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
M. Leandro Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
L Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
M Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
L. Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
M. Izaguirre	Izaguirre, Leandro	http://vocab.getty.edu/ulan/500045365	http://id.loc.gov/authorities/names/nr2005008412
Rea Irvin	Irvin, Rea	http://vocab.getty.edu/ulan/500034288	http://id.loc.gov/authorities/names/nr94026392
R Irvin	Irvin, Rea	http://vocab.getty.edu/ulan/500034288	http://id.loc.gov/authorities/names/nr94026392
M. Rea Irvin	Irvin, Rea	http://vocab.getty.edu/ulan/500034288	http://id.loc.gov/authorities/names/nr94026392
