Emil Uhl	Uhl, Emil	http://vocab.getty.edu/ulan/500175819
Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
J. Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
M. Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
M. Jürgen Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
M Jürgen Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
M Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
J Usleber	Usleber, Jürgen	http://vocab.getty.edu/ulan/500225200
Paolo Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
M. Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
M. Paolo Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
P Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
M Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
M Paolo Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
P. Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Paolo Di Dono Uccello	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Paolo di Dono	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Uccello, Paolo di Dono	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Uccello, Paolo Di Dono	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Dono, Paolo di	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Di Dono, Paolo	Uccello, Paolo	http://vocab.getty.edu/ulan/500003110	http://id.loc.gov/authorities/names/n86140444
Alexander Wassiljevich Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
A W Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
M. Alexander Wassiljevich Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
A. W. Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
M Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
M. Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
M Alexander Wassiljevich Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
Ustinov, Aleksandr Vasilevich	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
Aleksandr Vasilevich Ustinov	Ustinov, Alexander Wassiljevich	http://vocab.getty.edu/ulan/500061809
John A. Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
J A Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
M John A. Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
M. John A. Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
J. A. Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
M. Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
M Upton	Upton, John A.	http://vocab.getty.edu/ulan/500069518
Federico Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
M Federico Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
M. Federico Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
M Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
F Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
F. Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
M. Ugalde	Ugalde, Federico	http://vocab.getty.edu/ulan/500225493
Underworld Painter	Underworld Painter	http://vocab.getty.edu/ulan/500018190
M Underworld Painter	Underworld Painter	http://vocab.getty.edu/ulan/500018190
M. Underworld Painter	Underworld Painter	http://vocab.getty.edu/ulan/500018190
Moritz Unna	Unna, Moritz	http://vocab.getty.edu/ulan/500054537
M. Unna	Unna, Moritz	http://vocab.getty.edu/ulan/500054537
M. Moritz Unna	Unna, Moritz	http://vocab.getty.edu/ulan/500054537
M Moritz Unna	Unna, Moritz	http://vocab.getty.edu/ulan/500054537
Unna	Unna, Moritz	http://vocab.getty.edu/ulan/500054537
M Unna	Unna, Moritz	http://vocab.getty.edu/ulan/500054537
Kenjiro Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
K Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
M Kenjiro Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
K. Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
M Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
M. Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
M. Kenjiro Ueda	Ueda, Kenjiro	http://vocab.getty.edu/ulan/500230282
Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Diego de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
D De Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
D de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
D Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M Diego de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M. Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M De Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
D. de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M. de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M. De Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
D. De Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
M. Diego de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
De Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
D. Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Diego Ampuero de Urbina	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Urbina, Diego Ampuero de	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Urbino, Diego de	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Diego de Urbino	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Diego De Urbino	Urbina, Diego de	http://vocab.getty.edu/ulan/500120284
Nadezhda Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
N. Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Mme. Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Mme Nadezhda Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Mme. Nadezhda Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
N Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Mme Udal'tsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udal'tsova, Nadezhda Andreyevna	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udaltsova, Nadezhda	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udaltsova, Nadezhda Andreevina	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udal'cova, Nadežda Andreevna	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udal'cova, Nadezda Andreevna	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Nadezda Andreevna Udal'cova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Prudkovskaya, Nadezhda	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Udaltsova, Nadezhda Andreevna	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Nadezhda Andreevna Udaltsova	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
née Prudkovskaya, Nadezhda	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
née Prudkovskaya, Nadezhda Andreyevna	Udal' tsova, Nadezhda	http://vocab.getty.edu/ulan/500013783	http://id.loc.gov/authorities/names/no95002634
Márcia Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
Mme Márcia Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
Mme Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
Mme. Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
M Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
Mme. Márcia Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
M. Umeoka	Umeoka, Márcia	http://vocab.getty.edu/ulan/500235617
Utagawa Kuniyoshi	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
M. Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Kuniyoshi Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
M Kuniyoshi Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
K Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
K. Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
M Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
M. Kuniyoshi Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Kuniyoshi	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Magosaburō	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Ichiyūsai	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Chō-ō-rō	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Chōōrō	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Igusa Yoshisaburō	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Ichiyūsai Kuniyoshi	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Kuniyoshi, Utagawa	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
歌川国芳	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
歌川國芳	Utagawa, Kuniyoshi	http://vocab.getty.edu/ulan/500063102	http://id.loc.gov/authorities/names/n50048105
Valentin Edgar van Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
M Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
V E Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
M. Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
V. E. Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
M Valentin Edgar van Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
M. Valentin Edgar van Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
Uytvanck, Valentyn Edgar Van	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
Valentyn Edgar Van Uytvanck	Uytvanck, Valentin Edgar van	http://vocab.getty.edu/ulan/500042619
M Udny	Udny	http://vocab.getty.edu/ulan/500371409
M. Udny	Udny	http://vocab.getty.edu/ulan/500371409
Udny	Udny	http://vocab.getty.edu/ulan/500371409
Dechko Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
D. Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
M Dechko Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
M Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
M. Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
M. Dechko Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
D Uzunov	Uzunov, Dechko	http://vocab.getty.edu/ulan/500124594	http://id.loc.gov/authorities/names/n82075508
Geoff Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
M. Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
G. Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
M Geoff Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
M Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
M. Geoff Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
G Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
Uglow	Uglow, Geoff	http://vocab.getty.edu/ulan/500198462
Ottokar Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
O Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
M Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
O. Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
M Ottokar Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
M. Ottokar Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
M. Uhl	Uhl, Ottokar	http://vocab.getty.edu/ulan/500017307	http://id.loc.gov/authorities/names/n88167467
Martin Ungless	Ungless, Martin	http://vocab.getty.edu/ulan/500267554
M. Ungless	Ungless, Martin	http://vocab.getty.edu/ulan/500267554
M Ungless	Ungless, Martin	http://vocab.getty.edu/ulan/500267554
M. Martin Ungless	Ungless, Martin	http://vocab.getty.edu/ulan/500267554
M Martin Ungless	Ungless, Martin	http://vocab.getty.edu/ulan/500267554
Ungless	Ungless, Martin	http://vocab.getty.edu/ulan/500267554
Aviva Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
A Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
A. Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
Mme. Aviva Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
Mme Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
Mme. Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
Mme Aviva Uri	Uri, Aviva	http://vocab.getty.edu/ulan/500077931	http://id.loc.gov/authorities/names/nr93049504
Filippo Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
M. Filippo Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
F. Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
M. Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
M Filippo Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
F Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
M Ursoni	Ursoni, Filippo	http://vocab.getty.edu/ulan/500068654
Jesús Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
M Jesús Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
M. Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
J Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
M Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
M. Jesús Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
J. Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
Ulargui Agurruza	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
Agurruza, Jesús Alargui	Ulargui Agurruza, Jesús	http://vocab.getty.edu/ulan/500244970	http://id.loc.gov/authorities/names/no2009037591
Capt. Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
M Capt. Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
C. Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
M. Capt. Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
M Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
C Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
M. Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
Udny	Udny, Capt.	http://vocab.getty.edu/ulan/500371410
Petr Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
M. Petr Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
M. Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
P Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
P. Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
M Petr Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
M Uhlir	Uhlir, Petr	http://vocab.getty.edu/ulan/500256349
Frau von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M Von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M. von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M. Frau von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M. Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
M Frau von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
F Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
F. von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
F Von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
Von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
F von Uphoff	Uphoff, Frau von	http://vocab.getty.edu/ulan/500371419
