V Xenou	Xenou, Vana (1949--)	http://data.bnf.fr/ark:/12148/cb12523542r#foaf:Person	http://www.idref.fr/034483543
M zong yu Xia	Xia, zong yu (---)	http://data.bnf.fr/ark:/12148/cb150709970#foaf:Person
zong yu Xia	Xia, zong yu (---)	http://data.bnf.fr/ark:/12148/cb150709970#foaf:Person
M. zong yu Xia	Xia, zong yu (---)	http://data.bnf.fr/ark:/12148/cb150709970#foaf:Person
M Xia	Xia, zong yu (---)	http://data.bnf.fr/ark:/12148/cb150709970#foaf:Person
Xia	Xia, zong yu (---)	http://data.bnf.fr/ark:/12148/cb150709970#foaf:Person
Zongyu Xia	Xia, zong yu (---)	http://data.bnf.fr/ark:/12148/cb150709970#foaf:Person
Jihong Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
M Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
M Ji hong Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
J Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
J. Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
M. Ji hong Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
Ji hong Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
M. Xiao	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
霁虹 萧	Xiao, Ji hong (1963--)	http://data.bnf.fr/ark:/12148/cb155988101#foaf:Person
X Esclave Penseur	X Esclave Penseur (---)	http://data.bnf.fr/ark:/12148/cb12174787v#foaf:Person
M. X Esclave Penseur	X Esclave Penseur (---)	http://data.bnf.fr/ark:/12148/cb12174787v#foaf:Person
M X Esclave Penseur	X Esclave Penseur (---)	http://data.bnf.fr/ark:/12148/cb12174787v#foaf:Person
Guangping Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Mme. Guang Ping Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Mme. Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Mme Guang Ping Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Guang Ping Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
G. P. Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
G P Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Mme Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Xu	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
广平 许	Xu, Guang Ping (1907-1968)	http://data.bnf.fr/ark:/12148/cb16259860m#foaf:Person
Zheng Nong	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
M. Zheng Nong Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
M. Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
M Zheng Nong Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
Z N Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
Z. N. Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
M Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
Zheng Nong Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
征农 夏	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
Zhengnong Xia	Xia, Zheng Nong (1904-2008)	http://data.bnf.fr/ark:/12148/cb146114903#foaf:Person
M José Manuel Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
M Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
José Manuel Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
M. Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
J. M. Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
M. José Manuel Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
J M Xavier	Xavier, José Manuel (---)	http://data.bnf.fr/ark:/12148/cb14633822m#foaf:Person	http://www.idref.fr/074582755
国祁 徐	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
M. guo qi Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
M guo qi Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
M Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
guo qi Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
M. Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
Guoqi Xu	Xu, guo qi (---)	http://data.bnf.fr/ark:/12148/cb15063759d#foaf:Person
中易 夏	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
M. Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
M. Zhong Yi Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
M Zhong Yi Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
Z. Y. Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
Z Y Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
M Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
Zhong Yi Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
Zhongyi Xia	Xia, Zhong Yi (1946--)	http://data.bnf.fr/ark:/12148/cb162420072#foaf:Person
Zhengliang Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
M zheng liang Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
M. zheng liang Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
zheng liang Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
M Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
M. Xiong	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
正良 熊	Xiong, zheng liang (1954--)	http://data.bnf.fr/ark:/12148/cb15518308f#foaf:Person
X S Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
Xiaoliang Sunney Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
M. Xiaoliang Sunney Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
M Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
X. S. Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
M. Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
M Xiaoliang Sunney Xie	Xie, Xiaoliang Sunney (---)	http://data.bnf.fr/ark:/12148/cb16742079s#foaf:Person
M. Shuya Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
S Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
M Shuya Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
M Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
Shuya Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
S. Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
M. Xu	Xu, Shuya (1961--)	http://data.bnf.fr/ark:/12148/cb148330562#foaf:Person
Xénocrate	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
M Xénocrate de Chalcédoine	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
M. Xénocrate de Chalcédoine	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
Xénocrate de Chalcédoine	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
Ξενοκράτης ὁ Χαλκηδόνιος	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
Xenokrátīs ho Chalkīdónios	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
Xenokrátēs ho Chalkēdónios	Xénocrate de Chalcédoine	http://data.bnf.fr/ark:/12148/cb11930045f#foaf:Person	http://www.idref.fr/027208451
Xiong Hang	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Mme. Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Mme Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Hang Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Mme. Hang Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
H. Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
H Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Mme Hang Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Xiong	Xiong, Hang (---)	http://data.bnf.fr/ark:/12148/cb16254511c#foaf:Person	http://www.idref.fr/150897642
Jen-sheng Hsü	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
M Rensheng Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
R. Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
M. Rensheng Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
M Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
Rensheng Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
R Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
M. Xu	Xu, Rensheng (---)	http://data.bnf.fr/ark:/12148/cb16551247b#foaf:Person
M Ming Xie	Xie, Ming (1952--)	http://data.bnf.fr/ark:/12148/cb12425471c#foaf:Person	http://www.idref.fr/033383510
M Xie	Xie, Ming (1952--)	http://data.bnf.fr/ark:/12148/cb12425471c#foaf:Person	http://www.idref.fr/033383510
M. Xie	Xie, Ming (1952--)	http://data.bnf.fr/ark:/12148/cb12425471c#foaf:Person	http://www.idref.fr/033383510
M. Ming Xie	Xie, Ming (1952--)	http://data.bnf.fr/ark:/12148/cb12425471c#foaf:Person	http://www.idref.fr/033383510
Xie	Xie, Ming (1952--)	http://data.bnf.fr/ark:/12148/cb12425471c#foaf:Person	http://www.idref.fr/033383510
Ming Xie	Xie, Ming (1952--)	http://data.bnf.fr/ark:/12148/cb12425471c#foaf:Person	http://www.idref.fr/033383510
Luo hua sheng	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
D. Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
M Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
M. Di shan Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
M Di shan Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
D Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
Di shan Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
M. Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
Zankun Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
Dishan Xu	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
地山 许	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
Ti-Shan Hsü	Xu, Di shan (1893-1941)	http://data.bnf.fr/ark:/12148/cb135417175#foaf:Person	http://dbpedia.org/resource/Xu_Dishan	http://www.idref.fr/050726951
Ping Hsü	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
B. Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
B Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
M. Bing Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
Bing Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
M Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
M Bing Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
M. Xu	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
Xu Bing	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
冰 徐	Xu, Bing (1955--)	http://data.bnf.fr/ark:/12148/cb155086605#foaf:Person	http://dbpedia.org/resource/Xu_Bing	http://www.idref.fr/060795336
Xu Shuang	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
Mme. Shuang Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
Mme. Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
S Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
Shuang Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
Mme Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
S. Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
Mme Shuang Xu	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
爽 徐	Xu, Shuang (---)	http://data.bnf.fr/ark:/12148/cb166170289#foaf:Person	http://www.idref.fr/131326406
瑛 徐	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Y Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Ying Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Mme. Ying Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Mme. Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Mme Ying Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Mme Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Y. Xu	Xu, Ying (---)	http://data.bnf.fr/ark:/12148/cb15781117z#foaf:Person
Johnny X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
J. X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
Johhny X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
M. X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
M Johhny X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
J X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
M. Johhny X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
M X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
X	X, Johhny (---)	http://data.bnf.fr/ark:/12148/cb14023757r#foaf:Person
M Xabaltx	Xabaltx (1969--)	http://data.bnf.fr/ark:/12148/cb140509189#foaf:Person
Xabaltx	Xabaltx (1969--)	http://data.bnf.fr/ark:/12148/cb140509189#foaf:Person
M. Xabaltx	Xabaltx (1969--)	http://data.bnf.fr/ark:/12148/cb140509189#foaf:Person
Tú Hói	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
M Xuân Thiều	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
Xuân Thiều	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
M. Xuân Thiều	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
Ba Quang	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
Xuân Thiều Nguyễn	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
Nguyễn Xuân Thiều	Xuân Thiều (1930--)	http://data.bnf.fr/ark:/12148/cb155617395#foaf:Person	http://www.idref.fr/099371960
M Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
M Vea Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
V. Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
M. Vea Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
Vea Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
V Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
M. Xiradakis	Xiradakis, Vea (1946--)	http://data.bnf.fr/ark:/12148/cb13744709m#foaf:Person	http://www.idref.fr/086148176
Yun Fu Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
M Ling Xiao Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
L X Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Ling Xiao Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
M Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
M. Ling Xiao Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
L. X. Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
M. Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Bin Bin Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Bin Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
凌霄 徐	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Ling Xiao Han Ge Zhu Ren	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Ling Xiao Han Ge	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Lingxiao Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Ren Jing Xu	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Ling Xiao ge	Xu, Ling Xiao (1886-1961)	http://data.bnf.fr/ark:/12148/cb159541716#foaf:Person
Kang Hsu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
G. Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
G Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
M Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
M Gang Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
Gang Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
M. Gang Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
Xu	Xu, Gang (---)	http://data.bnf.fr/ark:/12148/cb12934838g#foaf:Person
