Barbara Karinska	Karinska, Barbara (1886-1983)	http://data.bnf.fr/ark:/12148/cb148494931#foaf:Person
M. György Klösz	Klösz, György (1844-1913)	http://data.bnf.fr/ark:/12148/cb15376633w#foaf:Person
Philips Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
P Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
P. Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
M Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
M Philips Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
M. Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
M. Philips Koninck	Koninck, Philips (1619-1688)	http://data.bnf.fr/ark:/12148/cb137456939#foaf:Person	http://www.idref.fr/06688778X
Karel Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
K Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
K. Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
M Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
M Karel Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
M. Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
M. Karel Koristka	Koristka, Karel (1825--)	http://data.bnf.fr/ark:/12148/cb15354082j#foaf:Person	http://www.idref.fr/158026152
Fumimaro Konoye	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
Ayamaro Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
A Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
A. Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
M Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
M Ayamaro Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
M. Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
M. Ayamaro Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
Fumimaro Konoe	Konoe, Ayamaro (1891-1945)	http://data.bnf.fr/ark:/12148/cb15123960h#foaf:Person	http://dbpedia.org/resource/Fumimaro_Konoe
Edward Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
E Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
E. Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
M Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
M Edward Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
M. Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
M. Edward Krasiński	Krasiński, Edward (1870-1940)	http://data.bnf.fr/ark:/12148/cb15083770b#foaf:Person
John Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
J Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
J. Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
M Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
M John Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
M. Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
M. John Klenner	Klenner, John (1899-1955)	http://data.bnf.fr/ark:/12148/cb14765176w#foaf:Person
Anton Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
A Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
A. Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
M Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
M Anton Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
M. Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
M. Anton Kerschbaumer	Kerschbaumer, Anton (1885-1931)	http://data.bnf.fr/ark:/12148/cb12555978z#foaf:Person	http://www.idref.fr/034850651
Janina Korolewicz- Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Janina Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
J Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
J. Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Mme Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Mme Janina Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Mme. Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Mme. Janina Korolewicz Waydowa	Korolewicz Waydowa, Janina (1876-1957)	http://data.bnf.fr/ark:/12148/cb11287311g#foaf:Person
Chrétien Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
Christian Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
C Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
C. Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
M Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
M Christian Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
M. Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
M. Christian Kalkbrenner	Kalkbrenner, Christian (1755-1806)	http://data.bnf.fr/ark:/12148/cb14821406x#foaf:Person	http://dbpedia.org/resource/Christian_Kalkbrenner	http://www.idref.fr/080081894
Gerhard von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
Von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
G Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
G. Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
G von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
G Von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
G. Von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
G. von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
M von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
M Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
M Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
M Gerhard von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
M. Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
M. Gerhard von Keussler	Keussler, Gerhard von (1874-1949)	http://data.bnf.fr/ark:/12148/cb10550074m#foaf:Person	http://www.idref.fr/129528080
Albert Wilhelm Fürchtegott Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
Wilhelm Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
W Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
W. Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
M Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
M Wilhelm Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
M. Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
M. Wilhelm Kohl	Kohl, Wilhelm (1848-1898)	http://data.bnf.fr/ark:/12148/cb16194443c#foaf:Person
Charles-Paul de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
Paul de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
De Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
P Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
P. Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
P de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
P De Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
P. De Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
P. de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
M de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
M Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
M Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
M Paul de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
M. Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
M. Paul de Kock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
Paul de Kok	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
Charles-Paul Dekock	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
Paul de Kocke	Kock, Paul de (1793-1871)	http://data.bnf.fr/ark:/12148/cb12116503p#foaf:Person	http://dbpedia.org/resource/Paul_de_Kock	http://www.idref.fr/029565901
Benjamin Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
B Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
B. Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
M Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
M Benjamin Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
M. Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
M. Benjamin Keach	Keach, Benjamin (1640-1704)	http://data.bnf.fr/ark:/12148/cb13747888r#foaf:Person
Raphaël Kuehner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
Raphaël Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
R Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
R. Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
M Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
M Raphaël Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
M. Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
M. Raphaël Kühner	Kühner, Raphaël (1802-1878)	http://data.bnf.fr/ark:/12148/cb121274809#foaf:Person	http://www.idref.fr/070460035
Hélène Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Helen Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
H Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
H. Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Mme Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Mme Helen Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Mme. Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Mme. Helen Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
Helen Adams Keller	Keller, Helen (1880-1968)	http://data.bnf.fr/ark:/12148/cb119095608#foaf:Person	http://dbpedia.org/resource/Helen_Keller	http://www.idref.fr/026947234
János Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
János Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
J Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
J. Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
M Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
M János Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
M. Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
M. János Kemény	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
Jean	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
Jean Kemeny	Kemény, János (1607-1662)	http://data.bnf.fr/ark:/12148/cb119617039#foaf:Person
Hakob Karapeti Kodjoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
Hakob Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
H Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
H. Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
M Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
M Hakob Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
M. Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
M. Hakob Kochoyan	Kochoyan, Hakob (1883-1959)	http://data.bnf.fr/ark:/12148/cb161909146#foaf:Person
Kamāl ud-Dīn Ismāʿīl	Kamāl al Dīn Iṣfahāni, Ismāʿīl ebn e Ǧamāl al Dīn Moḥammad ebn e ʿAbd al Razzāq (1172-1237)	http://data.bnf.fr/ark:/12148/cb12466607w#foaf:Person
Ismāʿīl ebn e Ǧamāl al Dīn Moḥammad ebn e ʿAbd al Razzāq Kamāl al Dīn Iṣfahāni	Kamāl al Dīn Iṣfahāni, Ismāʿīl ebn e Ǧamāl al Dīn Moḥammad ebn e ʿAbd al Razzāq (1172-1237)	http://data.bnf.fr/ark:/12148/cb12466607w#foaf:Person
Kamāl al Dīn Iṣfahāni	Kamāl al Dīn Iṣfahāni, Ismāʿīl ebn e Ǧamāl al Dīn Moḥammad ebn e ʿAbd al Razzāq (1172-1237)	http://data.bnf.fr/ark:/12148/cb12466607w#foaf:Person
