William Harrison Woodward	Woodward, William Harrison (1856-1941)	http://data.bnf.fr/ark:/12148/cb16761475p#foaf:Person	http://www.idref.fr/133850870
M de Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
M Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
M Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
M Jean de Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
M. Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
M. Jean de Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
Jehan de Waurin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
Jehan de Wavrin	Wavrin, Jean de (1400-1474)	http://data.bnf.fr/ark:/12148/cb124353223#foaf:Person	http://www.idref.fr/033492050
Yvonne von Wattenwyl-Freudenreich	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Yvonne von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Y Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Y. Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Y von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Y Von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Y. Von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Y. von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
M von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
M Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
M Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
M Yvonne von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
M. Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
M. Yvonne von Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Yvonne de Vatteville	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Yvonne Vallotton	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Yvonne von Freudenreich-Wattenwyl	Wattenwyl, Yvonne von (1891-1976)	http://data.bnf.fr/ark:/12148/cb12453906f#foaf:Person	http://www.idref.fr/033698309
Ellen Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Mrs Henry Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
M H Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
M. H. Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Mme Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Mme Mrs Henry Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Mme. Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Mme. Mrs Henry Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Henry Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Mary Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Ellen Price	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Madame Henry Wood	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
The Author of East Lynne	Wood, Mrs Henry (1814-1887)	http://data.bnf.fr/ark:/12148/cb12782343w#foaf:Person	http://www.idref.fr/060379898
Joseph Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
J Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
J. Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
M Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
M Joseph Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
M. Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
M. Joseph Warichez	Warichez, Joseph (1870-1935)	http://data.bnf.fr/ark:/12148/cb131640379#foaf:Person	http://www.idref.fr/034641068
Erich Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
E Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
E. Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
M Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
M Erich Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
M. Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
M. Erich Weniger	Weniger, Erich (1894-1961)	http://data.bnf.fr/ark:/12148/cb124429347#foaf:Person	http://www.idref.fr/033574421
Hans Wydytz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
Hans Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
H Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
H. Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
M Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
M Hans Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
M. Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
M. Hans Weiditz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
Hans Wydyz	Weiditz, Hans (1475-1516)	http://data.bnf.fr/ark:/12148/cb144678894#foaf:Person
Youcef ben Brahim Ouarglani	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
Yūsuf ibn Ibrāhīm Abū Yaʿqūb al Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
Y I A Y Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
Y. I. A. Y. Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
M Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
M Yūsuf ibn Ibrāhīm Abū Yaʿqūb al Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
M. Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
M. Yūsuf ibn Ibrāhīm Abū Yaʿqūb al Warǧalānī	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
Yūsuf ibn Ibrāhīm Warglani	Warǧalānī, Yūsuf ibn Ibrāhīm Abū Yaʿqūb al (1106-1175)	http://data.bnf.fr/ark:/12148/cb15545922j#foaf:Person
Ludewicus Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
Ludwig Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
L Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
L. Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
M Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
M Ludwig Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
M. Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
M. Ludwig Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
Ludevicus Weiland	Weiland, Ludwig (1841-1895)	http://data.bnf.fr/ark:/12148/cb12555757f#foaf:Person	http://www.idref.fr/034848258
Mary Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
M Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
M. Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
Mme Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
Mme Mary Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
Mme. Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
Mme. Mary Ward	Ward, Mary (1827-1869)	http://data.bnf.fr/ark:/12148/cb161946897#foaf:Person
William Conway Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
W C Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
W. C. Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
M Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
M William Conway Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
M. Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
M. William Conway Whittle	Whittle, William Conway (1840-1920)	http://data.bnf.fr/ark:/12148/cb15051850w#foaf:Person	http://www.idref.fr/114266239
Victor Axel Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
Victor Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
V Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
V. Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
M Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
M Victor Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
M. Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
M. Victor Westerholm	Westerholm, Victor (1860-1919)	http://data.bnf.fr/ark:/12148/cb124540484#foaf:Person	http://www.idref.fr/033699852
Filip Anne Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
Philip Anne Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
P A Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
P. A. Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
M Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
M Philip Anne Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
M. Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
M. Philip Anne Warners	Warners, Philip Anne (1888-1952)	http://data.bnf.fr/ark:/12148/cb150894045#foaf:Person	http://www.idref.fr/109284364
Frank Wysbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
Frank Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
F Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
F. Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
M Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
M Frank Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
M. Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
M. Frank Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
Franck Wisbar	Wisbar, Frank (1899-1967)	http://data.bnf.fr/ark:/12148/cb14704837f#foaf:Person	http://dbpedia.org/resource/Frank_Wisbar	http://www.idref.fr/139776575
Georges Waldemar	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
 Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
 Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
. Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
M Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
M  Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
M. Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
M.  Waldemar George	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
Waldemar Georges	Waldemar George, (1893-1970)	http://data.bnf.fr/ark:/12148/cb12608521r#foaf:Person	http://www.idref.fr/057393788	http://www.idref.fr/034315594
Väinö Voionmaa	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
Väinö Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
V Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
V. Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
M Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
M Väinö Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
M. Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
M. Väinö Wallin	Wallin, Väinö (1869-1947)	http://data.bnf.fr/ark:/12148/cb10295972x#foaf:Person	http://www.idref.fr/031285902
Eugène Woestyne	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
Eugène Woestyn	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
Woestyn	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
E Woestyn	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
E. Woestyn	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
M Woestyn	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
M Eugène Woestyn	Woestyn, Eugène (1813-1888)	http://data.bnf.fr/ark:/12148/cb12200068d#foaf:Person	http://www.idref.fr/030621771
