Theodor von Zahn	Zahn, Theodor (1838-1933)	http://data.bnf.fr/ark:/12148/cb125179836#foaf:Person	http://www.idref.fr/074066978
Mme Zola	Zola, Alexandrine (1839-1925)	http://data.bnf.fr/ark:/12148/cb13189151r#foaf:Person	http://www.idref.fr/035430907
Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
M Federico Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
M. Federico Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
M. Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
M Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
Federico Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
F Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
F. Zandomeneghi	Zandomeneghi, Federico (1841-1917)	http://data.bnf.fr/ark:/12148/cb12145920r#foaf:Person	http://www.idref.fr/029940303
Jozef Liboslaw Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
Josef Liboslav Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
M. Josef Liboslav Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
J L Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
J. L. Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
M. Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
M Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
M Josef Liboslav Ziegler	Ziegler, Josef Liboslav (1782-1846)	http://data.bnf.fr/ark:/12148/cb16268310n#foaf:Person
François Édouard Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
Édouard Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
M. Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
É. Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
É Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
M. Édouard Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
M Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
M Édouard Zier	Zier, Édouard (1856-1924)	http://data.bnf.fr/ark:/12148/cb11929683m#foaf:Person	http://www.idref.fr/027203867	http://www.idref.fr/169678245
M Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
M Otakar Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
O Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
M. Otakar Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
Otakar Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
O. Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
M. Zich	Zich, Otakar (1879-1934)	http://data.bnf.fr/ark:/12148/cb124038300#foaf:Person
Giuseppe Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
M Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
M Giuseppe Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
G Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
M. Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
M. Giuseppe Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
G. Zoppi	Zoppi, Giuseppe (1896-1952)	http://data.bnf.fr/ark:/12148/cb12237019h#foaf:Person	http://www.idref.fr/031084672
أحمد إبن أحمد إبن محمد إبن عيسى البرنسي الفاسي زرّوق	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
M Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
A. A. M. Ī. B. F. Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
A A M Ī B F Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
M. Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
M Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
M. Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
Ahmad ibn Ahmad Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al- Burunsī al-Fāsī	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā Abū al-ʿAbbās Zarrūq	Zarrūq, Aḥmad ibn Aḥmad ibn Muḥammad ibn ʿĪsā al Burunsī al Fāsī (1442-1493)	http://data.bnf.fr/ark:/12148/cb15122955p#foaf:Person	http://dbpedia.org/resource/Ahmad_Zarrouq	http://www.idref.fr/079039529
Yuan Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
M Dun Yi Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Dun Yi Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
D Y Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
D. Y. Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
M Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
M. Dun Yi Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
M. Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Dunyi Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Lian Xi Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Yuangong Zhou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Tun-i Chou	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
敦颐 周	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Chou-tzi	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Zhouzi	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Lian xi xian sheng	Zhou, Dun Yi (1017-1073)	http://data.bnf.fr/ark:/12148/cb162311176#foaf:Person	http://www.idref.fr/119848589
Otto von Zwiedineck- Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
Otto von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
O von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
O. von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
O. Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M. Von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M Otto von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
O Von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
O Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
O. Von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M. Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
Von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M Von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M. Otto von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M. von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
von Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
M Zwiedineck Südenhorst	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
Otto von Zwiedineck	Zwiedineck Südenhorst, Otto von (1871-1957)	http://data.bnf.fr/ark:/12148/cb13191477j#foaf:Person	http://www.idref.fr/067035531
Domenico Bernardo Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
M Bernardo Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
M. Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
B Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
B. Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
M Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
M. Bernardo Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
Bernardo Zilotti	Zilotti, Bernardo (1716-1783)	http://data.bnf.fr/ark:/12148/cb12506817p#foaf:Person
Ernest Philippe Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
Philippe Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
M Philippe Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
M. Philippe Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
P Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
M Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
P. Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
M. Zacharie	Zacharie, Philippe (1849-1915)	http://data.bnf.fr/ark:/12148/cb143975067#foaf:Person
Konradus Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
M. Konrad Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
M Konrad Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
M. Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
K. Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
M Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
K Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
Konrad Zacher	Zacher, Konrad (1851-1907)	http://data.bnf.fr/ark:/12148/cb10657780b#foaf:Person
Ange Lambert	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
M Zacharie de Lisieux	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
M. Zacharie de Lisieux	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Zacharie de Lisieux	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Zacharie de Lyzieux	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Louis Fontaines	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Pierre Firmian	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Petrus Firmianus	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Zacharias Lexoviensis	Zacharie de Lisieux (1596-1661)	http://data.bnf.fr/ark:/12148/cb12086417c#foaf:Person	http://www.idref.fr/029184541
Bartholomaeus Ziegenbalgius	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
Bartholomäus Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
M Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
B. Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
M. Bartholomäus Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
B Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
M Bartholomäus Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
M. Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
Bartrom Zigenbalk	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
Bartholomaeus Ziegenbalg	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
Bartholomew Ziegenbalgh	Ziegenbalg, Bartholomäus (1683-1719)	http://data.bnf.fr/ark:/12148/cb13613572s#foaf:Person	http://dbpedia.org/resource/Bartholomäus_Ziegenbalg	http://www.idref.fr/056553781
Jules-Claude Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
Jules Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
M. Jules Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
J. Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
J Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
M Jules Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
M. Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
M Ziegler	Ziegler, Jules (1804-1856)	http://data.bnf.fr/ark:/12148/cb14587616z#foaf:Person	http://dbpedia.org/resource/Jules-Claude_Ziegler	http://www.idref.fr/14759457X
Vsevolod Zaderatsky	Zaderackij, Vsevolod (1891-1953)	http://data.bnf.fr/ark:/12148/cb16277680m#foaf:Person	http://dbpedia.org/resource/Vsevolod_Zaderatski
V Zaderackij	Zaderackij, Vsevolod (1891-1953)	http://data.bnf.fr/ark:/12148/cb16277680m#foaf:Person	http://dbpedia.org/resource/Vsevolod_Zaderatski
V. Zaderackij	Zaderackij, Vsevolod (1891-1953)	http://data.bnf.fr/ark:/12148/cb16277680m#foaf:Person	http://dbpedia.org/resource/Vsevolod_Zaderatski
